sample_number,follow_number,Date_Collected,month,year,Who_Collected,Time_Collected,Orangutan_ID,ID_correction,class,flanged_since,known_birth_yr,known_birth_months,known_age_in_months,next_sib_birth_yr,next_sib_birth_month,last_inf_yr,last_inf_month,next_inf_yr,next_inf_mo,known_offspring,known_num_offspring,estim_birth,estim_age_years,age_class,comment
1568,9338,14-Nov-17,11,2017,Tono,4:52:00 AM,Ekko,Ekko,flanged,2015,,,,,,,,,,,,1990,27,young flanged,
1569,9339,15-Nov-17,11,2017,Tono,5:00:00 AM,Milo,Milo,parous female,,,,,,,2015,12,,,M,1,2001,16,,
1571,9342,16-Nov-17,11,2017,Suwi,5:06:00 AM,Milo,Milo,parous female,,,,,,,2015,12,,,M,1,2001,16,,
1575,9352,20-Nov-17,11,2017,Suwi,5:01:00 AM,Preman flanged,Preman,flanged,2008,,,,,,,,,,,,<1983,34,mid-aged flanged,
1576,9362,23-Nov-17,11,2017,Abuk,5:02:00 AM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,31,,
1577,9361,23-Nov-17,11,2017,Suwi,5:01:00 AM,Max,Max,flanged,<2008,,,,,,,,,,,,<1983,34,mid-aged flanged,
1579,9365,24-Nov-17,11,2017,Idun,4:58:00 AM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,31,,
1578,9364,24-Nov-17,11,2017,Conor,5:05:00 AM,Max,Max,flanged,<2008,,,,,,,,,,,,<1983,34,mid-aged flanged,
1580,9368,25-Nov-17,11,2017,Abuk,4:58:00 AM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,31,,
1581,9373,26-Nov-17,11,2017,Suwi,5:00:00 AM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,31,,
1582,9381,30-Nov-17,11,2017,Tono,5:34:00 AM,Max,Max,flanged,<2008,,,,,,,,,,,,<1983,34,mid-aged flanged,
1583,9390,3-Dec-17,12,2017,Idun,5:28:00 AM,Wodan,Wodan,flanged,2012,,,,,,,,,,,,1987,30,mid-aged flanged,
1585,9410,8-Dec-17,12,2017,Abuk,5:13:00 AM,Wodan,Wodan,flanged,2012,,,,,,,,,,,,1987,30,mid-aged flanged,
1584,9411,8-Dec-17,12,2017,Isman,5:18:00 AM,HS150,Vladimir,flanged,<2017,,,,,,,,,,,,c.1987,30,mid-aged flanged,seen as inflanged in 2007
1586,9413,8-Dec-17,12,2017,Suwi,10:13:00 AM,Unknown flanged male,Tuko,flanged,2013,,,,,,,,,,,,<1988,29,young flanged,
1587,9414,9-Dec-17,12,2017,Conor,6:04:00 AM,Gismo,Gismo,flanged,2015,,,,,,,,,,,,1990,27,young flanged,
1588,9416,9-Dec-17,12,2017,Abuk,6:04:00 AM,Unknown flanged male,Tuko,flanged,2013,,,,,,,,,,,,<1988,29,young flanged,
1589,9425,13-Dec-17,12,2017,Isman,4:39:00 AM,Unknown unflanged male,Napo,unflanged,,,,,,,,,,,,,<1998,19,young unflanged,
1590,9426,14-Dec-17,12,2017,Isman,5:17:00 AM,Juni,Juni,parous female,,,,,,,2013,7,,,MF,2,c.1992,25,,
1591,9428,14-Dec-17,12,2017,Suwi,8:55:00 AM,Unknown unflanged male,Unknown unflanged male,unflanged,,,,,,,,,,,,,,,,Napo/Suan or 3rd ufm from day before
1593,9431,15-Dec-17,12,2017,"Abuk, Alysse",4:27:00 AM,Juni,Juni,parous female,,,,,,,2013,7,,,MF,2,c.1992,25,,
1592,9430,15-Dec-17,12,2017,Idun,5:07:00 AM,Unknown unflanged male,Unknown unflanged male,unflanged,,,,,,,,,,,,,,,,same as day before
1594,9432,15-Dec-17,12,2017,Tono,4:57:00 AM,Tuko,Tuko,flanged,<2013,,,,,,,,,,,,<1988,29,young flanged,
1595,9433,16-Dec-17,12,2017,Idun,5:54:00 AM,Juni,Juni,parous female,,,,,,,2013,7,,,MF,2,c.1992,25,,
1596,9439,17-Dec-17,12,2017,Idun,5:07:00 AM,Juni,Juni,parous female,,,,,,,2013,7,,,MF,2,c.1992,25,,
1597,9442,18-Dec-17,12,2017,Isman,4:58:00 AM,Kino,Kino,local offspring,,2007,1,131,2014,6,,,,,,,,,,
1606,9462,20-Dec-17,12,2017,Idun,9:57:00 AM,Wodan,Wodan,flanged,2012,,,,,,,,,,,,1987,30,mid-aged flanged,
1598,9450,21-Dec-17,12,2017,Isman,4:35:00 AM,Unknown flanged male,Edi,flanged,<2008,,,,,,,,,,,,<1983,34,mid-aged flanged,
1599,9452,22-Dec-17,12,2017,Isman,9:15:00 AM,Sugus,Sugus,flanged,<2013,,,,,,,,,,,,<1985,32,mid-aged flanged,
1601,9456,23-Dec-17,12,2017,Abuk,4:58:00 AM,Sugus,Sugus,flanged,<2013,,,,,,,,,,,,<1985,32,mid-aged flanged,
1602,9457,23-Dec-17,12,2017,Suwi,5:14:00 AM,Unknown flanged male,Edi,flanged,<2008,,,,,,,,,,,,<1983,34,mid-aged flanged,
1603,9458,24-Dec-17,12,2017,Suwi,5:28:00 PM,Sugus,Sugus,flanged,<2013,,,,,,,,,,,,<1985,32,mid-aged flanged,
1604,9459,24-Dec-17,12,2017,Idun,9:36:00 AM,Unknown flanged male,Edi,flanged,<2008,,,,,,,,,,,,<1983,34,mid-aged flanged,
1605,9460,25-Dec-17,12,2017,Abuk,10:04:00 AM,Sugus,Sugus,flanged,<2013,,,,,,,,,,,,<1985,32,mid-aged flanged,
1607,9461,26-Dec-17,12,2017,Tono,5:14:00 AM,Sugus,Sugus,flanged,<2013,,,,,,,,,,,,<1985,32,mid-aged flanged,
1609,9464,27-Dec-17,12,2017,Suwi,5:17:00 AM,Sugus,Sugus,flanged,<2013,,,,,,,,,,,,<1985,32,mid-aged flanged,
1608,9465,27-Dec-17,12,2017,Tono,5:05:00 AM,Kerry,Kerry,parous female,,,,,,,2014,6,,,FMM,3,c.1980,37,,
1610,9468,28-Dec-17,12,2017,Suwi,5:41:00 AM,Gismo,Gismo,flanged,2015,,,,,,,,,,,,1990,27,young flanged,
1611,9469,28-Dec-17,12,2017,Abuk,5:08:00 AM,Kerry,Kerry,parous female,,,,,,,2014,6,,,FMM,3,c.1980,37,,
1612,9481,7-Jan-18,1,2018,Kerry,5:18:00 AM,Kerry,Kerry,parous female,,,,,,,2014,6,,,FMM,3,c.1980,38,,
1613,9486,8-Jan-18,1,2018,Idun,5:09:00 AM,Desy,Desy,parous female,,,,,,,2016,6,,,MMM,3,1990,28,,
1614,9497,11-Jan-18,1,2018,Conor,5:23:00 AM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,32,,
1615,9502,12-Jan-18,1,2018,Ellie,5:58:00 AM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,32,,
1616,9501,12-Jan-18,1,2018,Isman,4:57:00 AM,Danum,Danum,local offspring,,2010,7,90,,,,,,,,,,,,
1617,9504,13-Jan-18,1,2018,Tono,4:57:00 AM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,32,,
1618,9507,14-Jan-18,1,2018,Idun,5:18:00 AM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,32,,
1619,9509,14-Jan-18,1,2018,Abuk,5:52:00 AM,Tuko,Tuko,flanged,<2013,,,,,,,,,,,,<1988,30,mid-aged flanged,
1620,9512,15-Jan-18,1,2018,Isman,4:57:00 AM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,32,,
1621,9514,16-Jan-18,1,2018,Suwi,5:47:00 AM,Gismo,Gismo,flanged,2015,,,,,,,,,,,,1990,28,young flanged,
1622,9519,18-Jan-18,1,2018,Suwi,5:16:00 AM,Mawas,Mawas,local offspring,,2008,7,114,2014,11,,,,,,,,,,
1623,9527,21-Jan-18,1,2018,Isman,5:14:00 AM,Mawas,Mawas,local offspring,,2008,7,114,2014,11,,,,,,,,,,
1625,9536,23-Jan-18,1,2018,Idun,5:32:00 AM,Milo,Milo,parous female,,,,,,,2015,12,,,M,1,2001,17,,
1626,9535,23-Jan-18,1,2018,Isman,5:33:00 AM,Gismo,Gismo,flanged,2015,,,,,,,,,,,,1990,28,young flanged,
1628,9537,24-Jan-18,1,2018,Ellie,5:22:00 AM,Milo,Milo,parous female,,,,,,,2015,12,,,M,1,2001,17,,
1630,9544,26-Jan-18,1,2018,Suwi,5:20:00 AM,Milo,Milo,parous female,,,,,,,2015,12,,,M,1,2001,17,,
1629,9543,26-Jan-18,1,2018,Idun,5:33:00 AM,Mawas,Mawas,local offspring,,2008,7,114,2014,11,,,,,,,,,,
1632,9548,27-Jan-18,1,2018,Abuk,5:20:00 AM,Milo,Milo,parous female,,,,,,,2015,12,,,M,1,2001,17,,
1631,9547,27-Jan-18,1,2018,Suwi,5:21:00 AM,Gismo,Gismo,flanged,2015,,,,,,,,,,,,1990,28,young flanged,
1633,9550,28-Jan-18,1,2018,Abuk,5:23:00 AM,Milo,Milo,parous female,,,,,,,2015,12,,,M,1,2001,17,,
1634,9552,29-Jan-18,1,2018,Rahmadt,5:17:00 AM,Milo,Milo,parous female,,,,,,,2015,12,,,M,1,2001,17,,
1635,9557,31-Jan-18,1,2018,Rahmatd,5:37:00 AM,Niko,Niko,flanged,<2003,,,,,,,,,,,,<1978,40,old flanged,
1636,9558,31-Jan-18,1,2018,Suwi,5:26:00 AM,Max,Max,flanged,<2008,,,,,,,,,,,,<1983,35,old flanged,
1637,9560,1-Feb-18,2,2018,Abuk,5:14:00 AM,Juni,Juni,parous female,,,,,,,2013,7,,,MF,2,c.1992,26,,
1638,9561,1-Feb-18,2,2018,Abuk,4:42:00 AM,Jane,Jane,local offspring,,2013,7,55,,,,,,,,,,,,
1639,9564,2-Feb-18,2,2018,Suwi,6:23:00 AM,Kondor,Kondor,parous female,,,,,,,2017,8,,,"(F,M)M",1+lost,1998,20,,
1640,9567,5-Feb-18,2,2018,Alysse,9:52:00 AM,Unknown unflanged male,Kiki,unflanged,,,,,,,,,,,,,<1996,22,old unflanged,
1642,9595,6-Feb-18,2,2018,Tono,5:52:00 AM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,32,,
1643,9575,8-Feb-18,2,2018,Isman,9:59:00 AM,Tina,Tina,parous female,,,,,,,2012,2,,,MM,2,<1990,28,,
1645,9589,12-Feb-18,2,2018,Idun,5:25:00 AM,Kondor,Kondor,parous female,,,,,,,2017,8,,,"(F,M)M",1+lost,1998,20,,
1646,9590,12-Feb-18,2,2018,Isman,5:44:00 AM,Gismo,Gismo,flanged,2015,,,,,,,,,,,,1990,28,young flanged,
1647,9592,13-Feb-18,2,2018,Isman,4:58:00 AM,Kondor,Kondor,parous female,,,,,,,2017,8,,,"(F,M)M",1+lost,1998,20,,
1648,9597,15-Feb-18,2,2018,Tono,6:12:00 AM,Tuko,Tuko,flanged,<2013,,,,,,,,2016,,,,<1988,30,mid-aged flanged,
1650,9599,16-Feb-18,2,2018,Abuk,6:03:00 AM,unknown indiv,Zola,parous female,,,,,,,2016,,,,F,1,<2000,18,,"focal was Zola, but party with Chili and Napo, not clear who was sampled"
1649,9603,16-Feb-18,2,2018,Suwi,5:15:00 AM,Tuko,Tuko,flanged,<2013,,,,,,,,,,,,<1988,30,mid-aged flanged,
1652,9604,17-Feb-18,2,2018,Idun,5:38:00 AM,unknown indiv,Zola,parous female,,,,,,,2016,,,,F,1,<2000,18,,only own offspring Zakia present
1651,9606,17-Feb-18,2,2018,Rahmatd,5:00:00 AM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,32,,
1653,9610,18-Feb-18,2,2018,Suwi,5:27:00 AM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,32,,
1654,9614,19-Feb-18,2,2018,Abuk,5:11:00 AM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,32,,
1644,9581,20-Feb-18,2,2018,Idun,4:39:00 AM,Tina,Tina,parous female,,,,,,,2012,2,,,MM,2,<1990,28,,
1655,9618,21-Feb-18,2,2018,Ellie,4:59:00 AM,Sugus,Sugus,flanged,<2013,,,,,,,,,,,,<1985,33,mid-aged flanged,
1656,9621,22-Feb-18,2,2018,Ellie,4:22:00 AM,Sugus,Sugus,flanged,<2013,,,,,,,,,,,,<1985,33,mid-aged flanged,
1657,9623,22-Feb-18,2,2018,Isman,12:05:00 PM,Chili,Chili,flanged,<2012,,,,,,,,,,,,<1987,31,mid-aged flanged,
1658,9628,24-Feb-18,2,2018,Idun,1:04:00 PM,Chili,Chili,flanged,<2012,,,,,,,,,,,,<1987,31,mid-aged flanged,
1659,9629,25-Feb-18,2,2018,Abuk,1:58:00 PM,Chili,Chili,flanged,<2012,,,,,,,,,,,,<1987,31,mid-aged flanged,
1661,9636,27-Feb-18,2,2018,Idun,5:18:00 AM,Tina,Tina,parous female,,,,,,,2012,2,,,MM,2,<1990,28,,
1660,9635,27-Feb-18,2,2018,"Conor, Ellie",5:25:00 AM,Unknown adolescent female,Tara,adolescent,,,,,,,,,,,,,,,,
1663,9638,28-Feb-18,2,2018,Suwi,5:20:00 AM,Tina,Tina,parous female,,,,,,,2012,2,,,MM,2,<1990,28,,
1662,9640,28-Feb-18,2,2018,Tono,5:41:00 AM,Unknown adolescent female,Tara,adolescent,,,,,,,,,,,,,,,,
1664,9644,3-Mar-18,3,2018,Abuk,5:34:00 AM,Desy,Desy,parous female,,,,,,,2016,6,,,MMM,3,1990,28,,
1665,9646,4-Mar-18,3,2018,Abuk,4:55:00 AM,Desy,Desy,parous female,,,,,,,2016,6,,,MMM,3,1990,28,,
1666,9650,7-Mar-18,3,2018,Isman,6:48:00 AM,Sugus,Sugus,flanged,<2013,,,,,,,,,,,,<1985,33,mid-aged flanged,
1667,9655,8-Mar-18,3,2018,Isman,5:21:00 AM,Milo,Milo,parous female,,,,,,,2015,12,,,M,1,2001,17,,
1668,9657,9-Mar-18,3,2018,Idun,5:22:00 AM,Milo,Milo,parous female,,,,,,,2015,12,,,M,1,2001,17,,
1669,9659,9-Mar-18,3,2018,Abuk,5:26:00 AM,Wodan,Wodan,flanged,2012,,,,,,,,,,,,1987,31,mid-aged flanged,
1671,9664,12-Mar-18,3,2018,Isman,5:09:00 AM,Pinky,Pinky,parous female,,,,,,,lost,,,,MM(F),2+lost,<1986,32,,note previous offspring Petzy still suckling again
1672,9667,13-Mar-18,3,2018,Tono,5:46:00 AM,Gismo,Gismo,flanged,2015,,,,,,,,,,,,1990,28,young flanged,
1673,9674,15-Mar-18,3,2018,Isman,5:14:00 AM,Milo,Milo,parous female,,,,,,,2015,12,,,M,1,2001,17,,
1676,9678,17-Mar-18,3,2018,Suwi,5:36:00 AM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,32,,
1675,9679,17-Mar-18,3,2018,Idun,5:23:00 AM,Mawas,Mawas,local offspring,,2008,7,116,2014,11,,,,,,,,,,
1678,9682,19-Mar-18,3,2018,Isman,5:09:00 AM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,32,,
1679,9684,20-Mar-18,3,2018,Abuk,5:04:00 AM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,32,,
1680,9689,21-Mar-18,3,2018,Isman,5:12:00 AM,Mawas,Mawas,local offspring,,2008,7,116,2014,11,,,,,,,,,,
1682,9692,22-Mar-18,3,2018,Isman,9:35:00 AM,Juni,Juni,parous female,,,,,,,2013,7,,,MF,2,c.1992,26,,
1681,9694,22-Mar-18,3,2018,Tono,5:21:00 AM,Mawas,Mawas,local offspring,,2008,7,116,2014,11,,,,,,,,,,
1683,9695,23-Mar-18,3,2018,Abuk,6:44:00 AM,Juni,Juni,parous female,,,,,,,2013,7,,,MF,2,c.1992,26,,
1685,9700,26-Mar-18,3,2018,Idun,5:46:00 AM,Desy,Desy,parous female,,,,,,,2016,6,,,MMM,3,1990,28,,
1686,9706,29-Mar-18,3,2018,Abuk,5:48:00 AM,Desy,Desy,parous female,,,,,,,2016,6,,,MMM,3,1990,28,,
1687,9710,31-Mar-18,3,2018,Isman,4:32:00 AM,Gismo,Gismo,flanged,2015,,,,,,,,,,,,1990,28,young flanged,
1688,9712,1-Apr-18,4,2018,Idun,5:59:00 AM,Gismo,Gismo,flanged,2015,,,,,,,,,,,,1990,28,young flanged,
1690,9713,2-Apr-18,4,2018,Abuk,8:19:00 AM,Cinta,Cinta,parous female,,,,,,,2014,9,,,MM,2,<1994,24,,
1689,9715,2-Apr-18,4,2018,Idun,4:47:00 AM,Gismo,Gismo,flanged,2015,,,,,,,,,,,,1990,28,young flanged,
1691,9717,3-Apr-18,4,2018,Isman,10:06:00 AM,Ekko,Ekko,flanged,2015,,,,,,,,,,,,1990,28,young flanged,
1692,9721,4-Apr-18,4,2018,Tono,5:03:00 AM,Ekko,Ekko,flanged,2015,,,,,,,,,,,,1990,28,young flanged,
1694,9723,5-Apr-18,4,2018,Isman,5:38:00 AM,Cinta,Cinta,parous female,,,,,,,2014,9,,,MM,2,<1994,24,,
1696,9725,5-Apr-18,4,2018,Abuk,4:46:00 AM,Cinta,Cinta,parous female,,,,,,,2014,9,,,MM,2,<1994,24,,
1693,9722,5-Apr-18,4,2018,Abuk,5:04:00 AM,Ekko,Ekko,flanged,2015,,,,,,,,,,,,1990,28,young flanged,
1695,9727,6-Apr-18,4,2018,Tono,5:36:00 AM,Ekko,Ekko,flanged,2015,,,,,,,,,,,,1990,28,young flanged,
1697,9731,9-Apr-18,4,2018,Idun,4:52:00 AM,Kerry,Kerry,parous female,,,,,,,2014,6,,,FMM,3,c.1980,38,,
1698,9733,10-Apr-18,4,2018,Isman,4:57:00 AM,Kerry,Kerry,parous female,,,,,,,2014,6,,,FMM,3,c.1980,38,,
1699,9738,11-Apr-18,4,2018,Isman,4:58:00 AM,Tuko,Tuko,flanged,<2013,,,,,,,,,,,,<1988,30,mid-aged flanged,
1700,9736,11-Apr-18,4,2018,Tono,4:43:00 AM,Kerry,Kerry,parous female,,,,,,,2014,6,,,FMM,3,c.1980,38,,
1701,9742,12-Apr-18,4,2018,Isman,10:57:00 AM,Tina,Tina,parous female,,,,,,,2012,2,,,MM,2,<1990,28,,
1702,9740,12-Apr-18,4,2018,Suwi,6:47:00 AM,Kerry,Kerry,parous female,,,,,,,2014,6,,,FMM,3,c.1980,38,,
1703,9744,13-Apr-18,4,2018,Suwi,8:46:00 AM,Tina,Tina,parous female,,,,,,,2012,2,,,MM,2,<1990,28,,
1704,9746,13-Apr-18,4,2018,Tono,4:33:00 AM,Max,Max,flanged,<2008,,,,,,,,,,,,<1983,35,old flanged,
1705,9747,14-Apr-18,4,2018,Suwi,4:52:00 AM,Tina,Tina,parous female,,,,,,,2012,2,,,MM,2,<1990,28,,
1709,9755,17-Apr-18,4,2018,Suwi,5:06:00 AM,Max,Max,flanged,<2008,,,,,,,,,,,,<1983,35,old flanged,
1710,9758,19-Apr-18,4,2018,Isman,4:08:00 AM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,32,,
1711,9761,22-Apr-18,4,2018,Suwi,5:02:00 AM,Milo,Milo,parous female,,,,,,,2015,12,,,M,1,2001,17,,
1712,9765,24-Apr-18,4,2018,Alysse,12:19:00 PM,unknown individual,Suan,unflanged,,,,,,,,,,,,,<1998,20,old unflanged,
1713,9766,25-Apr-18,4,2018,Suwi,4:44:00 AM,unknown individual,Suan,unflanged,,,,,,,,,,,,,<1998,20,old unflanged,
1714,9769,27-Apr-18,4,2018,Isman,9:34:00 AM,Wodan,Wodan,flanged,2012,,,,,,,,,,,,1987,31,mid-aged flanged,
1715,9770,27-Apr-18,4,2018,Tono,5:06:00 AM,Dayak,Dayak,flanged,2010,,,,,,,,,,,,<1985,33,mid-aged flanged,
1716,9771,28-Apr-18,4,2018,Tono,5:17:00 AM,Dayak,Dayak,flanged,2010,,,,,,,,,,,,<1985,33,mid-aged flanged,
1717,9773,29-Apr-18,4,2018,Suwi,5:23:00 AM,Dayak,Dayak,flanged,2010,,,,,,,,,,,,<1985,33,mid-aged flanged,
1718,9777,4-May-18,5,2018,Tono,5:50:00 AM,unknown individual,Quasimodo,flanged,<2007,,,,,,,,,,,,<1982,36,old flanged,
1719,9781,6-May-18,5,2018,Abuk,4:38:00 AM,Desy,Desy,parous female,,,,,,,2016,6,,,MMM,3,1990,28,,
1720,9783,7-May-18,5,2018,Abuk,4:36:00 AM,Desy,Desy,parous female,,,,,,,2016,6,,,MMM,3,1990,28,,
1722,9786,8-May-18,5,2018,Rahmatd,9:39:00 AM,Desy,Desy,parous female,,,,,,,2016,6,,,MMM,3,1990,28,,
1721,9788,8-May-18,5,2018,Isman,4:33:00 AM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,32,,
1724,9791,9-May-18,5,2018,Isman,5:36:00 AM,Desy,Desy,parous female,,,,,,,2016,6,,,MMM,3,1990,28,,
1723,9790,9-May-18,5,2018,Tono,5:04:00 AM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,32,,
1725,9794,10-May-18,5,2018,Abuk,4:58:00 AM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,32,,
1726,9796,11-May-18,5,2018,Isman,4:45:00 AM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,32,,
1727,9799,12-May-18,5,2018,Suwi,4:54:00 AM,Milo,Milo,parous female,,,,,,,2015,12,,,M,1,2001,17,,
1728,9798,12-May-18,5,2018,Abuk,5:11:00 AM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,32,,
1730,9807,16-May-18,5,2018,Suwi,4:32:00 AM,Kerry,Kerry,parous female,,,,,,,2014,6,,,FMM,3,c.1980,38,,
1731,9809,16-May-18,5,2018,Isman,4:41:00 AM,Ekko,Ekko,flanged,2015,,,,,,,,,,,,1990,28,young flanged,
1732,9810,17-May-18,5,2018,Abuk,4:22:00 AM,Kerry,Kerry,parous female,,,,,,,2014,6,,,FMM,3,c.1980,38,,
1733,9812,17-May-18,5,2018,Tono,5:06:00 AM,Ekko,Ekko,flanged,2015,,,,,,,,,,,,1990,28,young flanged,
1735,9813,18-May-18,5,2018,Suwi,4:56:00 AM,Kerry,Kerry,parous female,,,,,,,2014,6,,,FMM,3,c.1980,38,,
1734,9814,18-May-18,5,2018,Isman,5:10:00 AM,Ekko,Ekko,flanged,2015,,,,,,,,,,,,1990,28,young flanged,
1736,9818,19-May-18,5,2018,Suwi,5:11:00 AM,Wodan,Wodan,flanged,2012,,,,,,,,,,,,1987,31,mid-aged flanged,
1737,9819,20-May-18,5,2018,Abuk,4:53:00 AM,Kerry,Kerry,parous female,,,,,,,2014,6,,,FMM,3,c.1980,38,,
1738,9825,27-May-18,5,2018,Abuk,4:49:00 AM,Mawas,Mawas,local offspring,,2008,7,118,2014,11,,,,,,,,,,
1740,9826,28-May-18,5,2018,Isman,4:33:00 AM,Mawas,Mawas,local offspring,,2008,7,118,2014,11,,,,,,,,,,
1741,9828,30-May-18,5,2018,Isman,5:05:00 AM,Mawas,Mawas,local offspring,,2008,7,118,2014,11,,,,,,,,,,
1743,9829,31-May-18,5,2018,Alysse,10:05:00 AM,Mawas,Mawas,local offspring,,2008,7,118,2014,11,,,,,,,,,,
1742,9829,31-May-18,5,2018,Tono,5:22:00 AM,Mawas,Mawas,local offspring,,2008,7,118,2014,11,,,,,,,,,,
1744,9836,3-Jun-18,6,2018,Suwi,3:53:00 PM,Wodan,Wodan,flanged,2012,,,,,,,,,,,,1987,31,mid-aged flanged,
1745,9837,4-Jun-18,6,2018,Isman,5:15:00 AM,Ekko,Ekko,flanged,2015,,,,,,,,,,,,1990,28,young flanged,
1746,9839,5-Jun-18,6,2018,Isman,4:26:00 AM,Juni,Juni,parous female,,,,,,,2013,7,,,MF,2,c.1992,26,,
1747,9841,6-Jun-18,6,2018,Suwi,5:04:00 AM,Juni,Juni,parous female,,,,,,,2013,7,,,MF,2,c.1992,26,,
1748,9843,7-Jun-18,6,2018,Abuk,5:03:00 AM,Juni,Juni,parous female,,,,,,,2013,7,,,MF,2,c.1992,26,,
1750,9847,9-Jun-18,6,2018,Abuk,8:42:00 AM,Juni,Juni,parous female,,,,,,,2013,7,,,MF,2,c.1992,26,,
1751,9852,5-Jul-18,7,2018,Isman,5:14:00 AM,Kerry,Kerry,parous female,,,,,,,2014,6,,,FMM,3,c.1980,38,,
1757,9858,5-Jul-18,7,2018,Abuk,5:08:00 AM,Kerry,Kerry,parous female,,,,,,,2014,6,,,FMM,3,c.1980,38,,
1753,9854,6-Jul-18,7,2018,Suwi,5:16:00 AM,Kerry,Kerry,parous female,,,,,,,2014,6,,,FMM,3,c.1980,38,,
1752,9853,6-Jul-18,7,2018,Abuk,4:50:00 AM,Ekko,Ekko,flanged,2015,,,,,,,,,,,,1990,28,young flanged,
1755,9856,7-Jul-18,7,2018,Tono,5:12:00 AM,Kerry,Kerry,parous female,,,,,,,2014,6,,,FMM,3,c.1980,38,,
1754,9857,7-Jul-18,7,2018,Idun,5:03:00 AM,Ekko,Ekko,flanged,2015,,,,,,,,,,,,1990,28,young flanged,
1756,9859,8-Jul-18,7,2018,Idun,4:48:00 AM,Ekko,Ekko,flanged,2015,,,,,,,,,,,,1990,28,young flanged,
1758,9866,14-Jul-18,7,2018,Isman,11:58:00 AM,Dayak,Dayak,flanged,2010,,,,,,,,,,,,<1985,33,mid-aged flanged,
1759,9867,15-Jul-18,7,2018,Idun,5:13:00 AM,Gismo,Gismo,flanged,2015,,,,,,,,,,,,1990,28,young flanged,
1760,9868,15-Jul-18,7,2018,Abuk,4:33:00 AM,Dayak,Dayak,flanged,2010,,,,,,,,,,,,<1985,33,mid-aged flanged,
1763,9876,17-Jul-18,7,2018,Isman,5:56:00 AM,Desy,Desy,parous female,,,,,,,2016,6,,,MMM,3,1990,28,,
1764,9878,18-Jul-18,7,2018,Tono,6:01:00 AM,Desy,Desy,parous female,,,,,,,2016,6,,,MMM,3,1990,28,,
1762,9871,18-Jul-18,7,2018,Idun,5:01:00 AM,Dayak,Dayak,flanged,2010,,,,,,,,,,,,<1985,33,mid-aged flanged,
1765,9877,18-Jul-18,7,2018,Isman,7:09:00 AM,Wodan,Wodan,flanged,2012,,,,,,,,,,,,1987,31,mid-aged flanged,
1768,9884,22-Jul-18,7,2018,Idun,5:34:00 AM,Sugus,Sugus,flanged,<2013,,,,,,,,,,,,<1985,33,mid-aged flanged,
1767,9885,22-Jul-18,7,2018,Tono,5:51:00 AM,Dayak,Dayak,flanged,2010,,,,,,,,,,,,<1985,33,mid-aged flanged,
1769,9889,30-Jul-18,7,2018,Rahmatd,5:51:00 AM,Milo,Milo,parous female,,,,,,,2015,12,,,M,1,2001,17,,
1770,9890,31-Jul-18,7,2018,Idun,5:35:00 AM,Milo,Milo,parous female,,,,,,,2015,12,,,M,1,2001,17,,
1771,9892,2-Aug-18,8,2018,Abuk,5:39:00 AM,Milo,Milo,parous female,,,,,,,2015,12,,,M,1,2001,17,,
1772,9894,5-Aug-18,8,2018,Abuk,4:45:00 AM,Whisky,Whisky,flanged,<2015,,,,,,,,,,,,<1990,28,young flanged,
1773,9896,6-Aug-18,8,2018,Isman,5:18:00 AM,Sugus,Sugus,flanged,<2013,,,,,,,,,,,,<1985,33,mid-aged flanged,
1774,9999,24-Aug-18,8,2018,Abuk,4:50:00 AM,Juni,Juni,parous female,,,,,,,2013,7,,,MF,2,c.1992,26,,
1775,9915,25-Aug-18,8,2018,Abuk,5:45:00 AM,Sugus,Sugus,flanged,<2013,,,,,,,,,,,,<1985,33,mid-aged flanged,
